Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10649051,2,"Wednesday, January 30, 2013 19:27:02 UTC",52.8829,-169.5896,2.6,5.50, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10649050,2,"Wednesday, January 30, 2013 19:24:15 UTC",52.0015,179.5195,3.1,184.00,10,"Rat Islands, Aleutian Islands, Alaska"
nc,71931686,2,"Wednesday, January 30, 2013 19:21:45 UTC",36.0315,-120.6073,1.2,0.00,37,"Central California"
nc,71931681,0,"Wednesday, January 30, 2013 19:20:25 UTC",38.8373,-122.8307,1.3,2.50,24,"Northern California"
nc,71931676,1,"Wednesday, January 30, 2013 19:17:56 UTC",38.8352,-122.8313,1.7,2.40,28,"Northern California"
nc,71931671,0,"Wednesday, January 30, 2013 19:10:15 UTC",38.8272,-122.8557,1.0,2.70,21,"Northern California"
nc,71931661,2,"Wednesday, January 30, 2013 18:57:51 UTC",37.3205,-122.1058,1.2,0.00, 9,"San Francisco Bay area, California"
ci,15279201,2,"Wednesday, January 30, 2013 18:51:39 UTC",33.0083,-116.3135,1.9,12.40,93,"Southern California"
ak,10649048,2,"Wednesday, January 30, 2013 18:47:08 UTC",63.3617,-149.8646,1.3,109.20,12,"Central Alaska"
ak,10649047,2,"Wednesday, January 30, 2013 18:05:52 UTC",53.5544,-167.1308,1.8,14.70,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10649046,2,"Wednesday, January 30, 2013 17:57:18 UTC",61.3275,-151.9031,1.8,95.30,20,"Southern Alaska"
ci,15279129,2,"Wednesday, January 30, 2013 17:52:44 UTC",34.1558,-116.4262,1.3,11.20,53,"Southern California"
ak,10649045,2,"Wednesday, January 30, 2013 17:48:26 UTC",52.4061,-168.9847,2.5,19.90, 7,"Fox Islands, Aleutian Islands, Alaska"
nn,00401263,9,"Wednesday, January 30, 2013 17:47:48 UTC",38.4501,-119.3080,1.2,6.10,10,"Central California"
us,c000eyit,6,"Wednesday, January 30, 2013 17:32:55 UTC",36.6463,96.5500,4.7,13.70,52,"northern Qinghai, China"
ci,15279033,2,"Wednesday, January 30, 2013 17:30:36 UTC",34.1542,-116.4288,1.3,11.70,58,"Southern California"
nc,71931606,2,"Wednesday, January 30, 2013 17:29:27 UTC",37.6382,-119.3725,1.2,14.30,17,"Central California"
ak,10649044,2,"Wednesday, January 30, 2013 17:24:25 UTC",55.8104,-135.0275,2.1,20.00, 6,"off the coast of Southeastern Alaska"
nc,71933211,2,"Wednesday, January 30, 2013 17:04:35 UTC",41.0642,-120.8165,1.7,5.90, 7,"Northern California"
ak,10647157,3,"Wednesday, January 30, 2013 16:52:12 UTC",62.0715,-145.2672,2.3,23.80,33,"Central Alaska"
nc,71932346,2,"Wednesday, January 30, 2013 16:48:44 UTC",37.6510,-119.3718,1.1,6.90,13,"Central California"
nc,71931581,4,"Wednesday, January 30, 2013 16:39:18 UTC",37.6165,-119.3742,1.1,8.40,15,"Central California"
pr,13030003,0,"Wednesday, January 30, 2013 16:36:59 UTC",18.4311,-64.0678,2.8,37.00, 5,"Virgin Islands region"
nc,71931571,0,"Wednesday, January 30, 2013 16:36:59 UTC",38.8425,-122.8315,1.1,2.40,19,"Northern California"
nc,71931576,2,"Wednesday, January 30, 2013 16:35:21 UTC",36.5543,-121.0740,1.2,7.00,11,"Central California"
ci,15279017,2,"Wednesday, January 30, 2013 16:30:00 UTC",33.9838,-117.1752,1.0,12.60,48,"Greater Los Angeles area, California"
ak,10647151,2,"Wednesday, January 30, 2013 15:59:30 UTC",63.3244,-151.0535,1.0,16.50,12,"Central Alaska"
hv,60461226,4,"Wednesday, January 30, 2013 15:54:25 UTC",19.9782,-155.4143,1.7,8.00,19,"Island of Hawaii, Hawaii"
ak,10647147,2,"Wednesday, January 30, 2013 15:52:11 UTC",60.9477,-146.9915,1.6,22.20,23,"Southern Alaska"
ak,10647140,2,"Wednesday, January 30, 2013 15:42:36 UTC",61.4931,-149.8596,2.1,51.50,25,"Southern Alaska"
nc,71931541,3,"Wednesday, January 30, 2013 15:38:07 UTC",38.8313,-122.7570,2.1,1.00,56,"Northern California"
us,2013laap,6,"Wednesday, January 30, 2013 15:34:23 UTC",10.5744,126.9572,4.7,37.30,55,"Philippine Islands region"
ak,10647137,2,"Wednesday, January 30, 2013 15:27:39 UTC",51.5973,-178.4647,2.3,13.40,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71931506,1,"Wednesday, January 30, 2013 15:20:16 UTC",38.8237,-122.7608,1.6,1.00,27,"Northern California"
ak,10647129,2,"Wednesday, January 30, 2013 15:18:48 UTC",61.6801,-148.1879,1.1,16.70,13,"Southern Alaska"
nc,71931501,0,"Wednesday, January 30, 2013 15:18:33 UTC",38.8263,-122.7615,1.1,1.10,14,"Northern California"
nc,71931491,5,"Wednesday, January 30, 2013 15:17:15 UTC",38.8255,-122.7595,2.9,1.50,81,"Northern California"
ci,15279009,2,"Wednesday, January 30, 2013 15:14:00 UTC",34.1760,-117.2762,2.0,3.60,131,"Greater Los Angeles area, California"
us,2013laan,8,"Wednesday, January 30, 2013 15:05:14 UTC",62.4757,-124.4825,4.2,5.00,77,"Northwest Territories, Canada"
nc,71931481,2,"Wednesday, January 30, 2013 14:56:03 UTC",36.6812,-121.3107,1.2,4.40,26,"Central California"
ak,10649037,2,"Wednesday, January 30, 2013 14:54:31 UTC",51.2789,-179.6537,1.7,18.30, 9,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71931476,3,"Wednesday, January 30, 2013 14:51:26 UTC",36.6832,-121.3118,2.4,4.70,56,"Central California"
ak,10649036,2,"Wednesday, January 30, 2013 14:01:27 UTC",63.1306,-150.8838,1.6,118.90,15,"Central Alaska"
pr,13030001,0,"Wednesday, January 30, 2013 13:54:41 UTC",17.8591,-66.1946,2.2,8.00, 9,"Puerto Rico region"
us,c000ez34,C,"Wednesday, January 30, 2013 13:37:02 UTC",16.7800,96.1700,3.4,10.00, 5,"near the south coast of Myanmar"
nc,71931426,1,"Wednesday, January 30, 2013 13:31:32 UTC",38.8413,-122.8378,1.1,1.90,24,"Northern California"
us,2013laam,2,"Wednesday, January 30, 2013 13:25:32 UTC",-52.1992,-5.4029,4.9,10.00,15,"southern Mid-Atlantic Ridge"
us,c000eybx,8,"Wednesday, January 30, 2013 12:57:50 UTC",10.4223,126.9224,5.0,35.00,107,"Philippine Islands region"
ak,10649035,2,"Wednesday, January 30, 2013 12:56:58 UTC",63.1873,-149.2144,1.1,82.40, 9,"Central Alaska"
ak,10647108,2,"Wednesday, January 30, 2013 12:38:44 UTC",61.0596,-150.5503,1.7,8.80,26,"Southern Alaska"
nc,71931411,2,"Wednesday, January 30, 2013 11:57:35 UTC",36.9397,-121.5878,1.2,5.30,26,"Northern California"
ak,10649033,2,"Wednesday, January 30, 2013 11:52:53 UTC",63.7634,-149.1622,1.3,114.30,14,"Central Alaska"
ak,10647105,2,"Wednesday, January 30, 2013 11:38:31 UTC",63.1335,-151.3447,1.4,2.10,20,"Central Alaska"
ak,10647098,2,"Wednesday, January 30, 2013 11:06:32 UTC",63.2303,-148.4733,1.9,82.50,40,"Central Alaska"
ak,10647096,2,"Wednesday, January 30, 2013 10:44:20 UTC",61.1850,-146.9235,1.5,0.00,10,"Southern Alaska"
nc,71931391,3,"Wednesday, January 30, 2013 10:43:26 UTC",38.8252,-122.8033,2.4,3.30,80,"Northern California"
ak,10647092,2,"Wednesday, January 30, 2013 10:39:10 UTC",57.8710,-153.4422,2.5,15.60,19,"Kodiak Island region, Alaska"
nc,71931376,2,"Wednesday, January 30, 2013 10:33:21 UTC",37.8835,-122.2342,1.1,8.70,45,"San Francisco Bay area, California"
nc,71931371,1,"Wednesday, January 30, 2013 10:30:33 UTC",38.8402,-122.8392,1.2,2.60,25,"Northern California"
ci,15279001,2,"Wednesday, January 30, 2013 10:25:38 UTC",32.9625,-116.3618,1.4,11.10,64,"Southern California"
ak,10649028,2,"Wednesday, January 30, 2013 10:22:11 UTC",59.3245,-136.1645,1.7,5.80, 8,"Southeastern Alaska"
nc,71931366,1,"Wednesday, January 30, 2013 10:20:19 UTC",38.7573,-122.7243,1.9,2.50,34,"Northern California"
ak,10649027,2,"Wednesday, January 30, 2013 10:11:02 UTC",51.9497,179.4184,2.9,17.30,13,"Rat Islands, Aleutian Islands, Alaska"
nc,71933196,2,"Wednesday, January 30, 2013 10:01:41 UTC",40.9487,-121.4433,1.3,1.70,11,"Northern California"
nc,71931361,2,"Wednesday, January 30, 2013 09:57:50 UTC",35.7175,-121.6227,1.8,18.80,24,"offshore Central California"
nc,71932336,2,"Wednesday, January 30, 2013 09:54:54 UTC",37.7075,-119.4322,1.2,3.60,10,"Central California"
ak,10649026,2,"Wednesday, January 30, 2013 09:50:33 UTC",61.9483,-148.5552,1.0,20.00,15,"Southern Alaska"
ak,10647077,2,"Wednesday, January 30, 2013 09:45:46 UTC",58.2724,-156.0512,2.9,155.00,45,"Alaska Peninsula"
us,c000ey8l,9,"Wednesday, January 30, 2013 09:33:05 UTC",-26.1595,-69.0427,4.8,24.70,138,"Atacama, Chile"
us,c000ey8j,8,"Wednesday, January 30, 2013 09:27:05 UTC",32.8470,94.7063,5.2,37.10,140,"Xizang-Qinghai border region"
ak,10647072,2,"Wednesday, January 30, 2013 09:04:59 UTC",63.0815,-151.4657,1.3,5.20,18,"Central Alaska"
nc,71931341,2,"Wednesday, January 30, 2013 08:58:20 UTC",36.4638,-121.0458,1.5,5.40,30,"Central California"
nc,71931331,1,"Wednesday, January 30, 2013 08:54:20 UTC",38.8210,-122.8092,1.2,3.40,28,"Northern California"
ak,10647068,2,"Wednesday, January 30, 2013 08:08:37 UTC",61.4780,-149.7312,1.2,35.80,14,"Southern Alaska"
ak,10649021,2,"Wednesday, January 30, 2013 07:36:11 UTC",62.0082,-151.2058,1.6,87.30,21,"Central Alaska"
nc,71931321,1,"Wednesday, January 30, 2013 07:33:43 UTC",38.8385,-122.8387,1.4,2.60,26,"Northern California"
ak,10649020,2,"Wednesday, January 30, 2013 07:23:45 UTC",62.3816,-149.4693,1.0,12.40,11,"Central Alaska"
nc,71931296,1,"Wednesday, January 30, 2013 07:12:57 UTC",38.8210,-122.8083,2.0,3.10,39,"Northern California"
nc,71931291,3,"Wednesday, January 30, 2013 07:09:36 UTC",38.8230,-122.8078,2.0,3.40,61,"Northern California"
ak,10647058,2,"Wednesday, January 30, 2013 06:56:56 UTC",61.4399,-150.0454,1.3,51.50,15,"Southern Alaska"
ak,10649017,2,"Wednesday, January 30, 2013 06:40:26 UTC",63.0976,-149.7280,1.1,93.60,10,"Central Alaska"
ak,10647046,2,"Wednesday, January 30, 2013 06:12:45 UTC",61.6888,-150.4750,2.8,47.30,59,"Southern Alaska"
ak,10647041,2,"Wednesday, January 30, 2013 05:52:24 UTC",63.4501,-145.5480,1.3,10.80,15,"Central Alaska"
nc,71931241,0,"Wednesday, January 30, 2013 05:21:35 UTC",38.7873,-122.7350,1.2,2.30,17,"Northern California"
ci,15278961,2,"Wednesday, January 30, 2013 04:49:27 UTC",33.0253,-116.4317,1.2,5.10,59,"Southern California"
ak,10647024,2,"Wednesday, January 30, 2013 04:36:39 UTC",58.2765,-153.8594,2.9,62.30,68,"Kodiak Island region, Alaska"
ci,15278953,2,"Wednesday, January 30, 2013 04:34:04 UTC",33.0268,-116.4343,1.5,5.50,81,"Southern California"
us,c000ey3p,5,"Wednesday, January 30, 2013 04:27:25 UTC",38.7662,23.3660,3.9,9.40, 0,"Greece"
ci,15278945,2,"Wednesday, January 30, 2013 04:23:07 UTC",32.1592,-116.0460,1.9,4.60,19,"Baja California, Mexico"
ci,15278937,2,"Wednesday, January 30, 2013 04:22:30 UTC",32.1582,-116.0330,2.1,5.90,23,"Baja California, Mexico"
ci,15278929,2,"Wednesday, January 30, 2013 04:21:22 UTC",32.1658,-116.0233,3.0,3.40,41,"Baja California, Mexico"
uw,60498422,2,"Wednesday, January 30, 2013 04:16:31 UTC",45.4700,-122.8415,1.5,27.60,24,"Portland urban area, Oregon"
us,c000ey2g,7,"Wednesday, January 30, 2013 03:14:28 UTC",43.5664,-127.5984,5.3,10.20,282,"off the coast of Oregon"
ak,10649013,2,"Wednesday, January 30, 2013 03:11:08 UTC",63.0916,-150.7516,1.4,114.20,12,"Central Alaska"
ak,10647003,2,"Wednesday, January 30, 2013 03:06:27 UTC",60.0930,-149.3297,2.4,33.60,41,"Kenai Peninsula, Alaska"
nc,71931211,2,"Wednesday, January 30, 2013 03:03:42 UTC",35.4980,-120.7700,1.5,3.50,39,"Central California"
ak,10646996,2,"Wednesday, January 30, 2013 02:55:53 UTC",63.4921,-150.8645,1.4,11.40,16,"Central Alaska"
ak,10646990,2,"Wednesday, January 30, 2013 02:49:52 UTC",59.7193,-153.5849,2.7,154.30,39,"Southern Alaska"
ak,10646984,2,"Wednesday, January 30, 2013 02:37:01 UTC",64.7150,-149.0240,1.5,11.20,19,"Central Alaska"
us,c000ey1i,8,"Wednesday, January 30, 2013 02:32:19 UTC",10.5577,126.6844,5.4,46.00,102,"Philippine Islands region"
ak,10649008,2,"Wednesday, January 30, 2013 02:29:45 UTC",63.4506,-151.3257,1.1,0.70,13,"Central Alaska"
ak,10649007,2,"Wednesday, January 30, 2013 02:05:03 UTC",62.0483,-152.8602,1.2,3.80,13,"Central Alaska"
ak,10649006,2,"Wednesday, January 30, 2013 02:04:48 UTC",63.4851,-147.1903,1.0,15.20,14,"Central Alaska"
nc,71931196,3,"Wednesday, January 30, 2013 02:02:42 UTC",36.1088,-120.1860,1.6,9.20,44,"Central California"
ak,10646979,2,"Wednesday, January 30, 2013 01:52:50 UTC",61.0978,-152.2848,1.7,10.30,15,"Southern Alaska"
ak,10646971,2,"Wednesday, January 30, 2013 01:41:23 UTC",61.8769,-150.8753,1.9,68.90,33,"Southern Alaska"
ak,10649002,2,"Wednesday, January 30, 2013 01:23:11 UTC",51.4736,-178.2013,1.8,26.70, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649001,2,"Wednesday, January 30, 2013 01:19:13 UTC",63.5576,-147.4021,1.0,15.80,10,"Central Alaska"
pr,13030000,0,"Wednesday, January 30, 2013 00:59:26 UTC",18.0393,-67.1741,1.6,17.00, 3,"Puerto Rico"
us,2013laac,7,"Wednesday, January 30, 2013 00:56:31 UTC",52.1213,-174.3927,4.6,75.80,178,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10646933,3,"Wednesday, January 30, 2013 00:53:50 UTC",63.9325,-148.7805,1.9,0.00,11,"Central Alaska"
ak,10648998,2,"Wednesday, January 30, 2013 00:46:46 UTC",62.9542,-150.7321,1.4,108.20,13,"Central Alaska"
ak,10646924,2,"Wednesday, January 30, 2013 00:43:34 UTC",60.7367,-151.9842,2.4,91.00,40,"Kenai Peninsula, Alaska"
ci,15278865,2,"Wednesday, January 30, 2013 00:30:16 UTC",35.0440,-117.6743,1.4,0.00,13,"Southern California"
